,0
12391,O Sol Nascerá (A Sorrir)Cartola
12392,No More TearsOzzy Osbourne
12393,Bring The PainMethod Man
12394,Pra Você Gostar de MimVital Farias
12395,Tryin' To Get Over YouVince Gill
12396,The Chicken CowWesley Willis
12397,"Body and SoulRichard ""Groove"" Holmes"
12398,If Wishes Came TrueSweet Sensation
12399,Butterfly's Day OutMark O'Connor
12400,Why Can't You Come HomeEx-Girlfriend
12401,Just Ideas - InstrumentalJohn McLaughlin
12402,Influência Do JazzTamba Trio
12403,ShoopSalt-N-Pepa
12404,Improvisation #2NRG Ensemble
12405,All Sons Of BitchesGeorge Clinton & The P-Funk All Stars
12406,Fall ChildrenAFI
12407,E-Lectric - LiveS.P.O.C.K
12408,Everyone Falls In LoveTanto Metro & Devonte
12409,You Won't Forget MeLa Bouche
12410,Just Another DayJon Secada
12411,Ram It DownJudas Priest
12412,Suspicious (West Coast Experimental Pop Art Mix)Psychic TV
12413,There Is No Failure In GodRev. Milton Brunson
12414,MariquitaCaifanes
12415,Ol' Man RiverBix Beiderbecke
12416,Metal HeartDimmu Borgir
12417,Don't Cry for Me ArgentinaAcker Bilk
12418,Devil TownDaniel Johnston
12419,Suck A Caribou's AssWesley Willis
12420,Wild Wild WestWill Smith Featuring Dru Hill & Kool Mo Dee
12421,You're The InspirationPeter Cetera Featuring Az Yet
12422,James Brown Is DeadL.A. Style
12423,Revolution RockLos Fabulosos Cadillacs
12424,Last KissPearl Jam
12425,Doctor JazzJelly Roll Morton
12426,AngelJon Secada
12427,Sleeping With YouFirehouse
12428,Step By StepNew Kids On The Block
12429,The Time Has Come (Pikachu's Goodbye)Pokémon
12430,Rhythm Of My HeartRod Stewart
12431,Gett OffPrince And The N.P.G.
12432,Anti-ManifestoPropagandhi
12433,Kickin' the CanParachute Express
12434,John Jacob Jingleheimer SchmidtMusic For Little People Choir
12435,Color Me OnceViolent Femmes
12436,We've Got It Goin' OnBackstreet Boys
12437,MMMBopHanson
12438,ArcanaEdgard Varèse
12439,Não Transo Mais (Parte 1)Made In Brazil
12440,Working With MeatJack Off Jill
12441,Ska MitzvahKing Django
12442,Arena Of ConcealmentCaliban
12443,When You Talk About LovePatti LaBelle
12444,Love Is All AroundWet Wet Wet
12445,NannTrick Daddy Featuring Trina
12446,Days of the Broken ArrowsThe Idle Race
12447,SteamTy Herndon
12448,Mi CantarLos Angeles Azules
12449,Under The BridgeRed Hot Chili Peppers
12450,Besa Me MuchoLimpopo
12451,Pomeroy MountainAngry Johnny and the Killbillies
12452,Lucky LoveAce Of Base
12453,PoisonAlice Cooper
12454,Metal MeltdownJudas Priest
12455,Jazz TrashEllery Eskelin
12456,WoofSnoop Dogg Featuring Mystikal And Fiend
12457,You Used To Love MeFaith Evans
12458,I'd Rather Eat GlassExcuse 17
12459,Top Of The WorldVan Halen
12460,Memories of Mother and DadHazel Dickens
12461,Sexual (Li Da Di)Amber
12462,"When I Fall In Love (From ""Sleepless In Seattle"")Celine Dion And Clive Griffin"
12463,Con Te PartiròAndrea Bocelli
12464,Think Of YouUsher
12465,White JazzJoe Loss And His Band
12466,Khazad DumSummoning
12467,Better DaysStrung Out
12468,Spin That WheelHi Tek 3 Featuring Ya Kid K
12469,Spend My LifeSlaughter
12470,HighThe Cure
12471,RunawayThe Corrs
12472,Mama Said Knock You OutLL Cool J
12473,Always In My HeartTevin Campbell
12474,Afternoons & CoffeespoonsCrash Test Dummies
12475,Foe Tha Love Of $Bone Thugs-N-Harmony Featuring Eazy-E
12476,Heavy Metal MamaDevin Townsend
12477,Whoomp! (There It Is)Tag Team
12478,That Special Place (feat. New Generation Singers Reunion Choir)Daryl Coley
12479,When I Give My LoveKeith Sweat
12480,My Heart Belongs To YouRuss Irwin
12481,I Need To KnowMarc Anthony
12482,It's A PartyBusta Rhymes Featuring Zhane
12483,Hold On (Tighter To Love)Clubland
12484,Sci-Fi WasabiCibo Matto
12485,Melodía De AmorLos Rebeldes Del Rock
12486,LoserBeck
12487,John BarleycornKenny Baker
12488,La chanson des défenseurs de MoscouThe Red Army Choir
12489,Only Time Will TellNelson
12490,"Two Studies, Op. 39: Folk TuneEugene Goossens"
12491,O Grande AmorAntônio Carlos Jobim
12492,For YouKenny Lattimore
12493,หยุดเลยJ Jetrin
12494,PlasmaPlas Johnson
12495,Pearl - EditChapterhouse
12496,Kind FolkKenny Wheeler
12497,ChatterboxNew York Dolls
12498,"The Riddler (From ""Batman Forever"")Method Man"
12499,Jazzy BelleOutKast
12500,Todo Aquel AyerCaribbean Jazz Project
12501,Said I Loved You...But I LiedMichael Bolton
12502,KingdomKickback
12503,CrushDave Matthews Band
12504,I'll Think Of A Reason LaterLee Ann Womack
12505,Overture And A Prisoner Of The Crusades (From Chains To Freedom)Michael Kamen
12506,Fly AwayLenny Kravitz
12507,The FreshmenThe Verve Pipe
12508,Hey LupeLos Superclasicos
12509,Uncle Tom's CabinWarrant
12510,ActionTerror Fabulous Featuring Nadine Sutherland
12511,Get On UpJodeci
12512,Fall DownToad The Wet Sprocket
12513,My Favorite MistakeSheryl Crow
12514,One Way TicketMr. Review
12515,Runaway TrainSoul Asylum
12516,Angelus ad pastores - Transc. Denis Arnold/Edited for performance John Eliot GardinerGiovanni Gabrieli
12517,The Animal SongSavage Garden
12518,Automatic Lover (Call For Love)Real McCoy
12519,She's Playing Hard To GetHi-Five
12520,Metal WarriorsManowar
12521,Knockin' BootsCandyman
12522,Judy Is a PunkHuntingtons
12523,No PigeonsSporty Thievz Featuring Mr. Woods
12524,Groovin'UB40
12525,Kimini Mune Kyun - Uwaki Na VacanceYELLOW MAGIC ORCHESTRA
12526,You SaidMona Lisa
12527,Time And ChanceColor Me Badd
12528,Sweetest ThingU2
12529,Do You SeeWarren G
12530,The Way You Do The Things You DoUB40
12531,Verdadeiro Amor - Ao VivoBanda Magníficos
12532,The Moon SongPat Metheny
12533,Grandma Got Run Over By A ReindeerElmo & Patsy
12534,Bang And BlameR.E.M.
12535,Tootsee Roll69 Boyz
12536,Rock And Roll Dreams Come ThroughMeat Loaf
12537,I'll Be ThereMariah Carey
12538,Inside OutEve 6
12539,I Had No RightP.M. Dawn
12540,Blame It On The BluesSidney Bechet
12541,Haunted GateDavid Toop
12542,NaimaPharoah Sanders
12543,Foolin' AroundChanging Faces
12544,The Way I FeelTag
12545,Don't Treat Me BadFirehouse
12546,Fire WomanPsychic TV
12547,The FoolNeutral Milk Hotel
12548,Thinkin' Bout ItGerald Levert
12549,Please ReturnThe Black Devils
12550,B.B.D. (I Thought It Was Me)?Bell Biv DeVoe
12551,MinhaCartola
12552,Ordinary WorldDuran Duran
12553,SomedayMariah Carey
12554,PoisonBell Biv DeVoe
12555,Weekend LoveQueen Latifah
12556,Beyond the Realms of DeathAgent Steel
12557,Forked DeerJeff Autry
12558,My Lovin' (You're Never Gonna Get It)En Vogue
12559,Never Leave Me AloneNate Dogg Featuring Snoop Doggy Dogg
12560,TouchingMarilyn Crispell
12561,The One I Love is GoneHazel Dickens
12562,SailsNikki Iles
12563,Jerusalem's RidgeJeff Autry
12564,Do You Know (What It Takes)Robyn
12565,You Stepped Out Of A DreamTal Farlow
12566,The CourierRandy Edelman
12567,Make Love Like A ManDef Leppard
12568,Someone To Watch Over MeGlad
12569,"Album for the Young, Op. 39 (arr. R. Dubinsky): No. 18. Neapolitan Song (Chanson napolitaine)Pyotr Ilyich Tchaikovsky"
12570,Bébé rockJeanne Mas
12571,Two-Headed Boy Pt. 2Neutral Milk Hotel
12572,Got Your MoneyOl' Dirty Bastard Featuring Kelis
12573,It's All About USWV
12574,Brooklyn ZooOl' Dirty Bastard
12575,Advice For The Young At HeartTears For Fears
12576,I Can't DanceGenesis
12577,C.R.E.A.M. (Cash Rules Everything Around Me)Wu-Tang Clan
12578,Depois do PrazerSó Pra Contrariar
12579,Innan KonsertRune Lindblad
12580,All AlongBlessid Union Of Souls
12581,The 219 BluesLloyd Miller
12582,Black VelvetAlannah Myles
12583,PromentoryTrevor Jones
12584,Body and SoulRick Braun
12585,Leavin'The Tony Rich Project
12586,In Dulce JubiloBugge Wesseltoft
12587,Cliffs Of Dover - InstrumentalEric Johnson
12588,Mind Blowin'Smooth
12589,Deliver Us - The Prince Of Egypt/Soundtrack VersionOfra Haza
12590,"Drink, Swear, Steal & LieMichael Peterson"
12591,The Way It IsTesla
12592,For Whom The Bell TollsApocalyptica
12593,Analogue RockStereolab
12594,El Día Que Me QuierasLuis Miguel
12595,One And Only ManSteve Winwood
12596,Jump ManBuckethead
12597,Now That We Found LoveHeavy D & The Boyz
12598,Sweet Bunch Of DaisiesKenny Baker
12599,Eriskay Love LiltThe King's Singers
12600,Confidente de SecundariaLos Superclasicos
12601,"Sonata, Op.143a - Adagio, Ma Non TroppoVagn Holmboe"
12602,Satin DollDuke Ellington
12603,The Poor People Of Paris (Jean's Song) - Single VersionLes Baxter
12604,5 Miles To EmptyBrownstone
12605,If I Ever Lose My Faith In YouSting
12606,Congo - D Max MixThe Boss
12607,Long Island SunsetTangerine Dream
12608,I Wish It Would Rain DownPhil Collins
12609,Miniskirt Blues (feat. Iggy Pop)The Cramps
12610,Five Lessons LearnedSwingin' Utters
12611,I Feel YouDepeche Mode
12612,DesafinadoJoão Gilberto
12613,Kiss of the VampireHalf Japanese
12614,Post HoumousMorcheeba
12615,Make It Like It WasRegina Belle
12616,When I Said I DoClint Black
12617,Latin QuarterCaribbean Jazz Project
12618,Sin So WellRebekah
12619,TubthumpingChumbawamba
12620,Sixteen TonsTennessee Ernie Ford
12621,I Will Be Here For YouMichael W. Smith
12622,Really DoeIce Cube
12623,Girlfriend/BoyfriendBLACKstreet With Janet
12624,Boom Boom BoomThe Outhere Brothers
12625,Too y Toos TatoosLa Lupita
12626,That's The Way Love GoesJanet Jackson
12627,Faded PicturesCase & Joe
12628,Anything Is PossibleDebbie Gibson
12629,FriendsJoe Satriani
12630,Sweet ThingMick Jagger
12631,Coco JambooMr. President
12632,No LoveThe Get Up Kids
12633,Better Than YouLisa Keith
12634,Right HereSWV
12635,Hate Me NowNas Featuring Puff Daddy
12636,I Love You/You Bring Me JoyMary J. Blige
12637,(Friday Afternoon) In a Galaxy Far AwayMattias IA Eklundh
12638,RegretNew Order
12639,"Sarasate: Zigeunerweisen, Op. 20Pablo de Sarasate"
12640,Silk 'n' SatinSonny Rollins
12641,GangstaBell Biv DeVoe
12642,Little HammerPale Saints
12643,Blue FieldsNobuo Uematsu
12644,Now And ForeverRichard Marx
12645,Evil WaysWillie Bobo
12646,Smothered In HugsGuided By Voices
12647,Les yeux ouvertsEnzo Enzo
12648,Sunflower River BluesJohn Fahey
12649,Don't Go Breaking My HeartElton John & RuPaul
12650,RomeoDino
12651,Shake Your Bon-BonRicky Martin
12652,He Can't Love UJagged Edge
12653,Sho NuffTela Featuring Eightball & MJG
12654,Don't Let It Go To Your HeadBrand Nubian
12655,Both Sides Of The StoryPhil Collins
12656,Foe LifeMack 10
12657,F - Four Furry FriendsCookie Monster
12658,Release MeWilson Phillips
12659,Spanish PointBéla Fleck
12660,Quincy Punk EpisodeSpoon
12661,I Will Remember You (Live)Sarah McLachlan
12662,Prints TieBobby Hutcherson
12663,I'm Your AngelR. Kelly & Celine Dion
12664,"Soul To Squeeze (From ""Coneheads"")Red Hot Chili Peppers"
12665,Oh GirlPaul Young
12666,In Your ArmsLittle Caesar
12667,Life Ain't EasyCleopatra
12668,Strawberry Letter 23Tevin Campbell
12669,All That Glitters Isn't GoldThe Cover Girls
12670,Carol Of The BellsSteve Morse
12671,Release MeAngelina
12672,I'll Be There For You/This House Is Not A HomeThe Rembrandts
12673,Hiena del MetalV8
12674,Slow Dance (Hey Mr. DJ)R. Kelly & Public Announcement
12675,On Bended KneeBoyz II Men
12676,I'm Forrest... Forrest GumpAlan Silvestri
12677,(We Ain't Got) Nothin' YetThe Blues Magoos
12678,Refractive Light / HarbingerDavid Behrman
12679,EncadenadosNelson Ned
12680,Key West Intermezzo (I Saw You First)John Mellencamp
12681,Atom & His Package - Rock VersionAtom And His Package
12682,Er IndoorsJohnny Hawksworth
12683,Fire EscapeFastball
12684,YouJesse Powell
12685,House Of Broken LoveGreat White
12686,Who Am IBeenie Man
12687,Get Down On Your Knees And Pray - LiveThe Kentucky Colonels
12688,Dreams of Space and TimeJohn Rea
12689,SlamOnyx
12690,Come UndoneDuran Duran
12691,Stay With MeSpiritualized
12692,Good King JoyTrans-Siberian Orchestra
12693,Can I Touch You...There?Michael Bolton
12694,Gimme ShelterSisters of Mercy
12695,Nuttin' But LoveHeavy D & The Boyz
12696,WendepunktBo Nilsson
12697,Back To The BulletSaraya
12698,"Holland, 1945Neutral Milk Hotel"
12699,AdrenochromeSisters of Mercy
12700,Beautiful StrangerMadonna
12701,I Want YouShana
12702,Blue Sky MineMidnight Oil
12703,Down Home GirlTaj Mahal
12704,Spice Up Your LifeSpice Girls
12705,HurricaneThe Click
12706,IrisJohn Coltrane
12707,Ready To GoRepublica
12708,Tha CrewHector & Tito
12709,Somebody's Out There WatchingThe Kinleys
12710,If That's Your Boyfriend (He Wasn't Last Night)MeShell Ndegeocello
12711,After the CallTangerine Dream
12712,Action & ActionThe Get Up Kids
12713,Kindred SpiritsLiquid Tension Experiment
12714,Slow MotionColor Me Badd
12715,This Is How We PartyS.O.A.P.
12716,Say You'll Be ThereSpice Girls
12717,Do For Love2Pac Featuring Eric Williams
12718,One More TryKristine W
12719,Rothko Chapel 5Morton Feldman
12720,Recover Your SoulElton John
12721,Shadowboxin'GZA
12722,Chicken An' Dumplings - LiveArt Blakey & The Jazz Messengers
12723,We'll RecoverMatt Nathanson
12724,HarmageddonApocalyptica
12725,Augenblick - Richard Bartz Techno Soul MixSven Väth
12726,Roll To MeDel Amitri
12727,Run AwayReal McCoy
12728,Will You Be There (In The Morning)Heart
12729,I WishSkee-Lo
12730,Candle In The Wind 1997/Something About The Way You Look TonightElton John
12731,Jump On ItSir Mix-A-Lot
12732,Swimming SongEven As We Speak
12733,BabymakerPale Saints
12734,Real Hip HopDas EFX
12735,BalladeIgor Stravinsky
12736,Eau D' Bedroom DancingLe Tigre
12737,DiscothequeU2
12738,BlueLeAnn Rimes
12739,MC's Act Like They Don't KnowKRS-One
12740,Valse a PopBeauSoleil
12741,Tango RemembrancesYo-Yo Ma
12742,An Eagle In Your MindBoards of Canada
12743,"Piano Concerto No.5 in E flat major Op.73 -""Emperor"": 2. Adagio un poco mossoLudwig van Beethoven"
12744,Born with a Broken HeartKenny Wayne Shepherd
12745,"Make It HotNicole Featuring Missy ""Misdemeanor"" Elliott & Mocha"
12746,What Mattered MostTy Herndon
12747,Microphone MasterDas EFX (Featuring Mobb Deep)
12748,"Swan Lake, Op. 20 : Scene FinaleSlovak Philharmonic"
12749,Find A WayA Tribe Called Quest
12750,NaomiNeutral Milk Hotel
12751,Little Rock GetawayAlan Munde
12752,Treat 'Em RightChubb Rock
12753,Worker ManPatra
12754,IrisThe Goo Goo Dolls
12755,Liten brunettJan Johansson
12756,Time After TimeTimmy T.
12757,MoneyKMFDM
12758,GoodbyeSpice Girls
12759,Jump AroundHouse Of Pain
12760,I Can´t Give You Anything but LoveCarl-Henrik Norin
12761,ReachGloria Estefan
12762,#3Aphex Twin
12763,SarabandeLa Monte Young
12764,She - Tous les visages de l’amourCharles Aznavour
12765,CarnivalNatalie Merchant
12766,DropThe Pharcyde
12767,"The Perfect Drug (From ""Lost Highway"")Nine Inch Nails"
12768,Good EnoughSarah McLachlan
12769,Bug A BooDestiny's Child
12770,"All I'm Missing Is YouGlenn Medeiros Featuring Ray Parker, Jr."
12771,"Bills, Bills, BillsDestiny's Child"
12772,Coal MineInsideOut A Cappella
12773,Head (She's Just a...) [Rock Version]Atom And His Package
12774,I Say A Little PrayerDiana King
12775,Milk Cow BluesDead Moon
12776,Huntington Ashram MonasteryAlice Coltrane
12777,RosealiaBetter Than Ezra
12778,A Minha VingançaJose Roberto
12779,I Can't Tell You WhyBrownstone
12780,Metal MothersGuided By Voices
12781,Cuts Both WaysGloria Estefan
12782,PleaseThe Kinleys
12783,SpeechlessCibo Matto
12784,I Don't KnowMichael Morales
12785,Hang In Long EnoughPhil Collins
12786,Cheio de DedosGuinga
12787,Wrong AgainMartina McBride
12788,There's Your TroubleDixie Chicks
12789,Old To The NewNice & Smooth
12790,Same Old LookJimmy Ryser
12791,Les Anges Dans Nos Campagnes (Noël XIIIe Siècle) InstrumentalOrchestre Symphonique De Québec
12792,JuliaNobuo Uematsu
12793,La mort de P.B.SOzymandias
12794,Super UnisonDrive Like Jehu
12795,Empty PromisesHatebreed
12796,SedaliaTol & Tol
12797,Liege of InveracitySuffocation
12798,The Good Mr. SquareThe Pretty Things
12799,Going Back To CaliThe Notorious B.I.G.
12800,Watch Out NowThe Beatnuts Featuring Yellaklaw
12801,Until Your Love Comes Back AroundRTZ
12802,Mulemba XangólaBonga
12803,Stranger In MoscowMichael Jackson
12804,Butta LoveNext
12805,I'm In LuvJoe
12806,Blue Lunar SkaNew York Ska-Jazz Ensemble
12807,ShineCollective Soul
12808,Can't Get You Off My MindLenny Kravitz
12809,"Oscar's ""B"" SandwichOscar the Grouch"
12810,Special Russian Folk SongLimpopo
12811,Come AgainDamn Yankees
12812,My Sweet FractureSaves The Day
12813,Always On My MindSWV
12814,This HouseTracie Spencer
12815,Living In SinBon Jovi
12816,Given To FlyPearl Jam
12817,No MistakesPatty Smyth
12818,CandlelightImogen Heap
12819,Pepito en el NacionalAcerina Y Su Danzonera
12820,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. AndanteWolfgang Amadeus Mozart"
12821,Keep The FaithBon Jovi
12822,"Horn Concerto No. 3 in E-Flat Major, K. 447 (arr. C. Lindberg): III. AllegroChristian Lindberg"
12823,Traces of RealityDødheimsgard
12824,"Album for the Young, Op. 39 (arr. R. Dubinsky): No. 15. Italian Song (Chanson italienne)Pyotr Ilyich Tchaikovsky"
12825,Praying For TimeGeorge Michael
12826,Four Leaf CloverAbra Moore
12827,Lounge Chair DriftersMoonrock
12828,CycloneJan Cyrka
12829,Higher Than HopeDaryl Braithwaite
12830,Mi VirgencitaValentín Elizalde
12831,"When You Wish Upon A Star (From Walt Disney's ""Pinocchio"") - InstrumentalDave Brubeck"
12832,Gone CrazyAlan Jackson
12833,"The Cup Of Life (The Official Song Of The World Cup, France '98)Ricky Martin"
12834,Gimme Some LoveGina G
12835,IfJanet Jackson
12836,HeartlandRichard Elliot
12837,The Unknown Warrior - Song For My ForefathersCourtney Pine
12838,Notorious B.I.G.The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim
12839,I Will Go With You (Con Te Partiro)Donna Summer
12840,Hooked On A Feeling (Ooga-Chaka)Baby Talk
12841,BabyBrandy
12842,Hoje Eu Quero Sair SóLenine
12843,Beautiful LifeAce Of Base
12844,ScootCarl-Henrik Norin
12845,Paroles parolesDalida
12846,Love Is A RockREO Speedwagon
12847,Meathook SodomyCannibal Corpse
12848,Mr. VainCulture Beat
12849,Captain Save A HoeE-40
12850,One WeekBarenaked Ladies
12851,Let's Play HouseTha Dogg Pound Featuring Michel'le
12852,The Empress And The Ukraine KingCAN
12853,Golden BrownDrive Like Jehu
12854,WaterfallsTLC
12855,AbigorCryptopsy
12856,Due tramontiLudovico Einaudi
12857,Big CalmMorcheeba
12858,Dr. GreenthumbCypress Hill
12859,DeepwoodAvail
12860,Y Tú Con ÉlIndustria del Amor
12861,The Three Kings and I (What Really Happened)Trans-Siberian Orchestra
12862,Someone You Used To KnowCollin Raye
